Dept,Clin,Cert,Prate,Exper,Gender
2,0,1,4.4324814157808285,12,1
5,1,0,7.7867086687304425,8,1
6,1,1,3.6442122595620923,13,1
5,1,1,7.018606647327765,7,1
2,1,1,3.6354673556627892,22,1
6,1,1,6.27909957036932,12,1
6,0,1,7.519931582250966,10,1
6,1,1,3.489508598960605,5,1
2,1,0,6.568372056897866,10,1
1,1,1,7.162100069457394,10,1
6,1,1,2.3137113957540945,11,1
6,1,1,6.27474036616135,16,1
6,1,1,2.489801513224968,13,1
1,0,1,2.402979577179285,12,1
5,1,0,2.7509209004313115,8,1
1,1,1,7.038938905674834,8,1
5,1,1,7.420743977613044,14,1
6,1,1,7.570293436620964,9,1
5,1,1,3.371258855885406,7,1
6,0,1,3.8918304756398436,10,1
5,0,1,4.1999140707486164,5,1
6,0,1,7.58341273639653,16,1
4,1,1,4.497831588167023,4,1
1,1,1,7.272839243796579,13,1
6,0,0,3.3579343011891427,14,1
1,0,1,3.7691630319339002,12,1
4,1,1,4.942936467512617,23,1
2,0,0,3.6501265747346854,11,1
6,1,1,3.3899216360653828,21,1
5,1,0,7.195109305829705,23,1
2,1,0,3.393334161617383,14,1
5,1,1,4.115439414662639,8,1
2,1,1,5.602170921027242,7,1
4,0,1,5.303513546344169,5,1
1,1,1,2.123904350474669,12,1
1,1,1,3.4879187324118672,5,1
4,0,1,4.605086776387049,4,1
5,1,1,6.630957934112914,16,1
1,0,1,3.169697595118357,14,1
1,0,1,2.772569510208691,8,1
4,1,1,2.3064576079070327,18,1
5,1,1,2.3864940357920967,18,1
6,1,1,4.752854359562727,14,1
2,1,1,1.9314619303287115,7,1
6,1,1,3.391293670729272,11,1
3,1,1,3.4417914755171997,6,1
1,1,1,2.9295839337809477,14,1
4,1,1,4.809841123285658,5,1
1,1,1,6.456297820417138,5,1
1,1,1,4.540494226092272,5,1
5,1,0,2.618418915168497,8,1
4,1,0,3.1558226200420556,5,1
6,1,0,3.1171079069158965,5,1
5,0,1,7.855945164240101,15,1
3,1,1,7.182192792099312,19,1
1,1,0,2.6923048342268636,21,1
4,0,1,7.644685872003938,12,1
6,1,1,4.860080081414633,14,1
5,1,0,2.6273815306321544,6,1
1,1,1,3.1462278630828413,5,1
1,1,0,7.849053113555048,12,1
1,1,1,3.5011157308653957,7,1
4,1,0,2.4979647244211307,9,1
1,1,1,3.279849322590062,8,1
5,0,1,7.176790532161083,10,1
6,1,1,2.6058560217865256,10,1
6,1,1,2.2877231150151776,5,1
6,1,1,3.307130472135644,10,1
6,1,0,3.3656433522618006,14,1
6,1,1,2.5392750517062743,22,1
5,0,1,7.710684324223099,9,1
5,0,1,5.074530581608327,6,1
5,1,1,2.1068118337328867,11,1
6,1,1,2.832379357589841,16,1
5,1,1,6.2278885685209024,24,1
2,0,1,2.783425923464587,10,1
5,1,0,3.142847742326367,25,1
5,0,0,4.170623211915688,5,1
5,0,1,7.6306487121451685,13,1
5,1,1,3.2186056504283354,27,1
4,1,1,2.9120130645568834,4,1
6,1,1,2.2259237489980337,13,1
5,0,0,4.765843364791212,12,1
1,1,0,3.927253946118588,13,1
5,1,0,7.043726414224666,5,1
5,1,1,3.9400524748437813,11,1
5,1,1,3.0475035047505323,21,1
1,1,1,3.142408694967859,6,1
1,1,1,7.082831792342691,17,1
1,1,1,2.4039926463589247,10,1
6,0,0,2.8034960254389487,21,1
5,0,1,4.382405191089737,4,1
5,1,1,2.740743656773451,5,1
1,1,0,2.417698925574979,13,1
4,1,1,7.254496179069711,6,1
6,1,1,3.887326883983231,9,1
5,1,1,2.217688367306091,18,1
2,0,1,7.573399076776982,5,1
6,1,1,4.9063275556562385,15,1
1,1,1,7.644267953900833,18,1
2,1,1,6.872189646692667,11,1
1,0,0,3.455778304608003,6,1
6,0,1,5.387200850515217,25,1
1,0,1,3.2096375665640453,27,1
1,1,1,6.772142679618122,8,1
1,1,1,4.901906302917141,9,1
5,1,0,3.165569807734494,11,1
5,0,1,2.4813741817189285,14,1
3,1,0,2.769941847567171,9,1
6,1,0,3.1979237126728868,8,1
1,1,1,7.453692055256456,7,1
5,0,1,2.802999260027569,16,1
2,0,1,2.238912237934523,25,1
3,0,1,4.978067883703773,10,1
3,0,1,5.154848746065612,27,1
6,0,1,4.304555055397079,9,1
2,0,1,8.069786999548183,27,1
5,1,1,6.472158699322094,37,1
5,0,1,4.6844509799967415,10,1
1,1,1,7.418781587577738,6,1
4,0,1,1.423272797287256,8,1
5,1,1,2.131157736028886,5,1
6,1,1,5.4421097990554514,15,1
5,1,1,4.333258156735281,12,1
2,1,0,1.8593604745346601,11,1
1,1,1,7.459186675015226,2,1
6,1,1,3.0350444695032923,15,1
5,0,1,4.510387399122226,10,1
1,1,1,7.706940261808713,9,1
1,1,1,2.37449393937402,14,1
2,0,1,2.6740580634246434,37,1
2,0,0,2.30809153809337,16,1
5,1,1,6.9753078736810865,13,1
2,1,1,2.2706049592988053,17,1
2,1,0,2.5447537856964124,27,1
6,1,1,2.0944087360174066,10,1
6,1,1,7.663698574121722,14,1
6,0,1,7.637623010510234,16,1
6,1,1,7.166667703940579,12,1
5,1,1,7.180472026995152,8,1
6,1,1,8.055603596269894,27,1
5,1,0,4.840816349017158,8,1
2,1,1,2.0143688887876285,12,1
5,0,1,3.6715440074015726,13,1
5,1,0,6.891451424662063,6,1
5,1,1,2.174075350784352,11,1
6,1,1,2.5922950246398266,16,1
6,0,1,3.237226773002317,6,1
2,1,1,7.6784568459595395,3,1
5,0,1,1.9581250615706602,6,1
5,1,1,6.960001630777887,7,1
5,0,1,2.7899087236085114,6,1
6,0,1,7.755522529282856,26,1
5,1,1,7.182626510663724,5,1
4,0,1,7.917839587682353,10,1
1,0,0,4.462361957704416,18,1
1,0,1,3.0405453414965353,16,1
1,1,1,2.1695819969663788,8,1
6,1,0,4.436108100950597,16,1
5,0,1,4.159675527591727,15,1
6,1,1,4.544672981172192,8,1
2,1,1,3.0014472429814347,13,1
5,1,1,4.598557367349154,10,1
1,0,1,7.910859512271864,8,1
6,1,1,4.007691997462706,18,1
5,1,1,2.6802735066278687,8,1
1,1,1,3.218628463582685,5,1
2,0,1,2.7378169017658074,7,1
5,0,0,7.208382500706075,6,1
2,0,1,4.477144025349375,13,1
4,0,1,3.4123163231141995,15,1
5,1,0,3.255674977787458,22,1
5,1,1,5.000532460226614,14,1
4,1,1,4.655317769358206,27,1
3,1,0,3.3837565071059403,14,1
2,0,1,4.403061749319715,11,1
6,0,1,2.512343905572724,16,1
1,1,0,6.272553501709612,6,1
3,1,1,2.3481071596298513,5,1
4,1,1,3.4316875854375635,11,1
6,0,1,3.6571740575415306,15,1
2,1,1,7.725792283146089,14,1
1,0,1,2.381817638679306,10,1
5,0,1,4.517690448808482,5,1
6,1,1,2.9853371601173313,11,1
6,0,0,3.9576786683409577,8,1
5,1,0,2.8640615641149045,11,1
5,0,1,3.3323463814365892,7,1
1,0,0,3.0183785408787545,5,1
6,0,1,6.4083797825613225,8,1
3,1,1,4.49629002689605,5,1
6,1,1,4.850266765621142,5,1
3,1,1,3.6263747916587143,9,1
2,1,1,7.899114717193453,4,1
6,0,0,3.070478178910213,5,1
1,1,1,6.600233919328162,5,1
6,1,1,4.765769525810989,5,1
6,1,0,7.018468877597755,5,1
3,1,1,7.765203343168333,14,1
3,1,1,3.959576672946622,22,1
6,1,1,5.202718170616542,15,1
5,1,0,3.3511681870814494,16,1
2,1,1,1.9360828471780045,8,1
1,1,0,2.373257266909303,11,1
5,0,1,7.612746246711058,14,1
5,1,0,8.974571128923026,18,1
2,0,0,2.767668450015104,25,1
5,0,1,2.881159002838181,21,1
5,1,0,5.748666319317179,13,1
5,1,1,5.818445007375377,13,1
2,1,1,5.88878812426727,25,1
4,1,1,8.229197119810452,6,1
3,1,1,7.234812213761328,14,1
6,1,1,3.766735510211973,2,1
2,1,1,3.1627570851319016,27,1
1,1,1,6.453250922480759,10,1
6,1,1,8.416478961636706,5,1
3,1,1,3.025399075994099,3,1
1,0,1,4.5282982602942745,18,1
5,1,0,5.0058795360060016,10,1
6,1,1,5.16570024055297,9,1
1,1,1,6.116261735878704,14,1
6,1,0,5.8240001574364255,25,1
6,1,1,3.224735223740997,16,1
1,1,0,3.1813526702831116,8,1
2,1,1,5.803660965134374,8,1
6,0,1,7.8469215549564035,22,1
2,1,0,3.1233206319456714,5,1
6,1,1,7.405069666457488,9,1
6,1,1,8.064578006873024,5,1
5,0,1,3.4016384708451,11,1
4,1,1,2.4959849920876636,32,1
5,1,1,3.03531473375841,6,1
4,0,1,2.7046353786995723,9,1
1,1,1,1.8884136056698508,14,1
6,0,1,2.6463491746169874,14,1
5,1,1,5.055025577988283,21,1
5,0,1,7.32722769284106,7,1
1,1,1,3.9072639711181534,12,1
6,0,1,8.114682686024066,32,1
4,0,1,7.750093499662026,11,1
1,1,1,3.2725462625702053,5,1
5,0,1,3.5486122729392213,13,1
1,0,1,2.0508513046284094,21,1
5,1,1,3.471754944473032,14,1
5,1,1,2.598849693129151,16,1
2,1,1,3.628053786335704,8,1
2,1,0,4.061189455563934,22,1
3,0,0,7.115367149938527,7,1
6,1,1,6.217854365929092,11,1
1,1,1,6.731181599619261,16,1
5,1,1,4.029217476882674,14,1
5,0,1,2.9014178354414293,10,1
2,1,1,6.659735341587822,10,1
1,1,0,3.3544771405945863,12,1
1,1,1,3.3439278791893305,18,1
2,0,1,2.9514501751782647,10,1
3,1,1,3.777143496872651,9,1
5,1,1,3.3158492715451198,14,1
5,1,0,3.4895127380853435,4,1
6,1,1,4.639021990642005,16,1
5,1,1,3.5707760866741665,7,1
1,0,1,4.7484424479679195,18,1
5,0,1,1.6550789794537015,10,1
1,0,0,7.542248398738996,8,1
2,0,1,2.9226146248232885,10,1
5,1,1,2.2899181470500047,16,1
5,0,1,7.8236453663978285,16,1
6,0,1,5.6779788788735575,18,1
5,0,1,2.8994521936349664,15,1
4,1,0,3.4637397533205982,5,1
6,1,1,5.498753019429881,15,1
3,1,0,6.5590461592291875,9,1
5,0,0,7.961735505678341,25,1
1,1,1,3.301351961882986,11,1
1,1,1,2.4942920172611087,11,1
6,1,1,7.109862187221611,9,1
5,1,1,2.9213035458162127,7,1
1,0,1,2.348891995313843,9,1
5,1,1,4.670628902610446,5,1
5,1,1,7.101448882478088,11,1
6,1,1,2.9396433126023362,16,1
4,1,0,4.607126895445169,8,1
5,1,1,4.948231918799496,8,1
5,0,1,5.156477939134858,5,1
2,1,1,4.946841977774762,12,1
1,1,0,2.7227348940599807,10,1
5,1,1,3.1406698130929507,10,1
6,1,1,4.609807733582499,27,1
6,1,1,5.085988499216924,16,1
5,1,1,2.890298402997256,11,1
5,1,1,1.6598432046756582,14,1
5,0,1,3.339730589973473,37,1
3,1,1,2.82740832451128,13,1
2,0,0,2.766028587089994,11,1
5,1,1,3.0370526492330296,16,1
6,1,1,3.5514129825366574,5,1
5,1,1,5.44805466924201,15,1
1,0,1,6.390729437788112,6,1
5,1,1,4.594632940514866,11,1
5,1,0,3.6094957590909296,21,1
1,0,1,3.0177598830538703,10,1
4,1,1,2.993164899536654,5,1
5,1,1,7.919477019904745,7,1
6,0,1,7.8921876306111205,9,1
2,1,0,5.973990148580846,6,1
5,0,1,4.246630049830917,15,1
6,1,1,3.884866282154814,13,1
5,1,0,4.950355536277774,5,1
3,0,1,3.5408515766951165,37,1
1,1,1,3.326679914451356,6,1
1,1,1,4.628945617885049,12,1
5,1,1,4.203124785767398,4,1
1,0,1,3.438010249676513,7,1
5,1,1,5.307787305181065,15,1
6,0,1,3.1765019016536473,15,1
5,1,1,2.5408425478158936,11,1
1,1,0,4.066469925532375,11,1
5,1,1,5.522850444773985,9,1
1,0,1,7.424877399636242,15,1
1,1,0,3.364244475801504,16,1
4,0,0,7.920332464609759,2,1
1,0,1,4.825185065245593,10,1
6,1,1,5.883639414283499,6,1
5,0,0,5.629571151402808,37,1
1,1,1,4.127565209211377,24,1
6,1,1,7.535545785909984,5,1
6,0,1,3.604992493778924,11,1
1,1,1,2.4116898616061215,9,1
5,0,0,4.0293355864058755,16,1
1,1,1,3.819840432304762,12,1
6,0,0,3.5589422029681597,27,1
5,0,1,2.556604108867896,12,1
6,1,1,6.13431954325211,10,1
6,1,1,2.9923594650804457,8,1
5,0,1,4.885205920954487,10,1
4,1,1,3.2379799508869693,6,1
5,1,1,6.962116228443569,21,1
1,0,0,4.7198745058064695,11,1
3,1,0,3.4020783943022392,14,1
5,1,1,7.326940729168562,5,1
2,1,1,2.5478343697516013,15,1
5,0,1,4.311183809813423,15,1
1,0,0,3.121484883600866,14,1
6,0,1,4.0080174096108125,17,1
3,1,1,2.506086635902635,6,1
1,0,1,3.7251467106017313,2,1
5,0,1,1.526958907970335,14,1
6,1,0,7.895663338903906,12,1
1,1,1,2.407028924547439,11,1
1,1,1,5.170119819749476,11,1
6,1,0,3.021573926818237,16,1
5,0,1,3.627361116743931,17,1
5,0,0,6.802107770598969,7,1
1,1,1,4.961788231906569,11,1
5,1,1,3.3109210992304288,22,1
1,0,1,6.458203909373749,8,1
1,1,0,7.412405865919027,8,1
6,1,1,4.794364294857237,6,1
5,1,1,7.283765012580926,10,1
6,1,0,4.402728244884881,7,1
5,1,1,2.776106790089721,10,1
6,1,1,1.8868995046482562,13,1
5,0,1,3.921812004020878,19,1
6,1,1,2.2767766837877303,11,1
5,1,1,2.8936455571978046,7,1
2,1,1,7.637461234315402,12,1
6,0,1,8.047272708300374,5,1
5,1,1,6.944187169867482,9,1
5,0,0,1.9298478480465002,8,1
5,1,1,5.535419884756433,5,1
1,1,1,2.581758925311909,18,1
2,0,1,4.967804370593655,15,1
2,1,1,4.0747753244794005,6,1
5,0,1,5.344731926871258,15,1
6,1,0,2.5704860464540347,13,1
6,0,1,4.712166410633095,16,1
6,1,0,2.324803257323802,8,1
5,0,1,3.825823860088446,5,1
5,0,0,2.89520997862,7,1
5,0,1,7.246670819433817,10,1
1,1,1,4.511909564143592,4,1
6,1,1,3.9474044870544907,18,1
1,1,1,7.504351243354854,18,1
6,1,1,3.914209892016617,9,1
2,0,1,3.4187731359172147,5,1
5,0,1,3.5110059670587574,10,1
4,1,1,7.419974330492439,9,1
3,1,0,5.086671260881147,8,1
4,1,1,3.482649296788072,16,1
5,1,1,6.477289554009948,15,1
5,1,1,7.7558856868370345,5,1
2,1,1,3.8743941678864093,14,1
5,0,1,5.064302407591283,19,1
6,1,1,4.506556262796276,5,1
1,0,0,6.525307464243225,10,1
5,0,1,4.357362664658039,15,1
5,1,0,7.526747843353107,5,1
1,1,1,7.025119182993716,10,1
6,0,1,4.167795963830696,13,1
4,0,1,2.663300955994935,16,1
6,0,1,7.529740208770538,6,1
1,0,1,3.4442463486373285,27,1
6,1,1,2.2298782852360506,10,1
6,0,1,3.5395197202275,16,1
2,0,0,8.195352724204662,14,1
5,0,1,4.62513168909419,15,1
2,1,1,3.1042415393675844,19,1
6,1,1,4.842310700272748,8,1
2,1,1,4.712919402722153,10,1
1,0,1,7.074245244429177,5,1
6,0,1,5.590880787614132,9,1
1,1,1,3.2052683637814328,6,1
1,1,1,7.481296637690568,12,1
5,1,1,3.847282866167825,16,1
5,1,1,7.520110803933121,18,1
1,0,0,2.549980925292451,5,1
6,0,1,7.630866142960357,16,1
5,0,0,7.827252430642015,18,1
1,1,1,6.254523996068036,8,1
1,1,1,3.4679575418250934,10,1
2,0,0,4.147868977405967,16,1
1,1,0,5.877087781596286,16,1
5,1,1,3.7679550761449105,2,1
3,1,1,7.8370968107237955,14,1
6,1,1,2.329125620167538,5,1
2,1,1,4.960779862775404,16,1
1,1,1,3.0416665861068153,9,1
5,0,1,2.912731127763601,7,1
4,1,1,3.9140768170353404,2,1
1,0,1,6.434676536672589,23,1
5,0,0,6.804619168718417,18,1
1,1,1,2.0646168604003488,16,1
5,1,1,7.147103951018276,18,1
4,1,1,4.244421800304306,11,1
2,0,0,3.2407961653425823,5,1
1,0,1,1.9500794600054798,10,1
1,1,1,7.5642881562693915,4,1
5,0,0,7.433007422891681,10,1
5,0,1,4.741620763511273,11,1
5,1,1,3.859860492209764,8,1
2,1,0,3.1718380442236356,5,1
3,1,1,4.365706660878657,5,1
1,1,0,7.590239684064186,6,1
3,0,0,7.64088954553429,5,1
4,1,1,3.8100185285071704,6,1
6,0,1,5.127258457128008,14,1
6,1,1,4.555103134803943,37,1
6,1,0,4.892880797843957,8,1
6,1,1,7.993427809892488,10,1
2,1,0,4.984592419078742,11,1
2,1,1,5.393590305400817,12,1
5,1,1,3.045063892371414,8,1
1,1,1,3.3485688948864416,4,1
5,0,0,3.637409828875029,14,1
6,1,0,2.662967304302318,9,1
6,0,1,5.099912400312345,19,1
1,1,1,6.965266082850815,12,1
5,0,1,7.396382730456532,8,1
5,1,1,3.4087180282189182,6,1
5,1,1,2.2766430715001214,10,1
4,1,1,4.372181387781641,11,1
5,1,0,4.62498545952572,14,1
1,0,0,7.333641856116165,12,1
5,1,1,3.695461535916233,14,1
4,1,1,4.489008182966927,5,1
4,1,1,5.281346905749662,27,1
3,1,0,2.6368230595125985,18,1
6,0,1,2.7632128967897676,14,1
5,1,1,1.656638587556406,6,1
5,1,0,2.8139008251723454,14,1
2,0,1,3.1873035223624946,23,1
6,0,0,4.04000919549922,3,1
3,1,1,3.399637980030265,14,1
3,1,1,3.957643738628025,8,1
6,1,0,4.102456937071411,16,1
5,0,1,2.9334565735588125,37,1
5,0,1,5.190387452699409,10,1
6,1,1,1.6727916324601033,13,1
1,1,1,2.040643232733757,16,1
6,1,0,6.885149500747813,8,1
1,1,1,4.357834086296049,11,1
1,0,0,2.036492212995709,2,1
6,1,1,2.3617966469606295,8,1
5,1,0,8.055700962039133,21,1
4,1,1,3.301813344124481,5,1
4,0,1,7.737465927876064,7,1
5,1,1,6.987232868609814,16,1
3,1,1,4.368915815762483,7,1
6,1,0,3.540152560561206,5,1
1,0,1,8.20182910545958,10,1
2,0,1,4.522693575692049,10,1
1,0,1,2.627057509100343,9,1
1,0,1,6.650853962177519,4,1
2,1,1,1.7875338728046593,8,1
5,0,1,2.945307880903042,11,1
5,1,1,3.237317362881752,8,1
3,1,1,3.0951571965938536,5,1
1,1,1,5.545831587122232,12,1
1,1,0,2.903920748529891,9,1
5,0,1,3.154289942488008,10,1
6,1,0,2.190142163683741,12,1
1,0,1,6.35465870098747,15,1
1,1,1,2.543159024540079,14,1
4,1,1,2.895034677363767,16,1
5,0,1,7.191266307862502,7,1
5,1,1,4.232777579228383,9,1
1,1,0,2.943945531007704,9,1
5,1,1,4.828638508630296,7,1
1,1,1,2.0246844860819584,16,1
5,0,0,7.472247368234693,6,1
5,1,0,3.1151969043382177,6,1
2,0,1,7.147185577740443,16,1
1,0,1,2.8946634062424916,6,1
5,0,1,3.5277412186677575,5,1
4,0,0,7.778541743767144,5,1
2,1,1,8.126670425645301,6,1
1,1,1,2.374405710450174,17,1
6,1,1,3.224600755726685,10,1
2,1,1,3.5869656427331424,5,1
1,1,0,4.284986813894552,10,1
5,0,1,5.043328766206052,4,1
1,1,0,1.95797495261929,12,1
1,1,1,2.7480701566497547,15,1
2,0,1,4.1792483771238995,14,1
1,0,1,3.4547383844167823,2,1
1,1,1,2.548080422844028,15,1
5,1,1,3.978676067793742,8,1
6,1,1,4.187206780618341,2,1
1,1,1,4.73299054806344,5,1
6,0,1,3.5343274447971007,17,1
6,1,1,2.6308756464790006,8,1
2,0,0,3.1563450659458696,5,1
5,1,0,6.519333413717351,8,1
3,1,1,4.382667574988346,5,1
6,1,1,4.894662379872448,10,1
5,1,1,2.6184206892184094,8,1
6,1,1,4.43641764468966,10,1
6,1,1,3.9315584264288597,21,1
5,1,1,5.11759020299356,27,1
2,0,0,5.030471943545824,5,1
6,0,0,3.047851655617147,10,1
1,0,1,5.029847946155982,10,1
6,1,0,7.2577123682946665,8,1
2,0,1,3.4881854083735373,2,1
1,1,0,1.7777171036488568,9,1
1,1,1,8.143975029626702,9,1
5,1,1,3.143754392351187,5,1
5,1,1,1.647969859655091,37,1
5,1,1,7.151210771740472,8,1
1,0,1,2.986466665522811,27,1
5,1,0,3.071626514852916,8,1
6,1,1,3.7289923278539128,7,1
5,0,1,5.699348892953916,16,1
5,1,1,3.717478614240162,11,1
1,1,1,7.574624172656893,10,1
3,0,0,4.393602605589696,12,1
5,0,1,4.248644384853742,9,1
1,0,1,7.531180473431803,6,1
3,1,1,2.5000178075024024,5,1
5,1,1,4.401028930776436,32,1
6,1,1,5.1578392272851055,10,1
6,1,0,2.3456877785286006,25,1
4,0,0,2.5538979358658502,10,1
6,1,1,6.342595123548201,9,1
1,0,1,3.7439075095363274,5,1
1,1,1,3.8831505617536464,22,1
6,1,1,2.7841862280377834,22,1
5,0,0,4.4949875117985,11,1
2,0,0,7.411302547009956,6,1
6,0,1,3.6269576373461065,14,1
4,0,0,3.738832424178693,10,1
5,1,1,1.8879557985353572,10,1
5,0,1,2.649483996167217,6,1
1,1,1,6.634181486362531,23,1
5,1,1,7.076356185337856,26,1
1,0,0,3.6159982635128336,6,1
6,1,1,1.5116261087496876,23,1
3,1,0,2.6912315760139407,6,1
5,1,1,5.930615410403641,22,1
3,0,1,7.851086289292474,9,1
5,1,0,5.477603635562534,16,1
6,0,0,4.203484479523714,14,1
5,0,1,8.230829955904834,32,1
6,1,0,2.7028039887775503,14,1
4,1,1,3.705891811117943,16,1
5,1,1,4.227789777468333,10,1
1,1,1,7.585149759773399,14,1
1,1,0,5.016510008099071,22,1
6,0,1,2.755912428613579,5,1
5,0,1,6.146643641352522,11,1
1,1,0,5.070692846403642,8,1
1,0,1,5.226311766437949,9,1
6,0,1,7.499577272734452,6,1
6,0,1,7.257957770814137,4,1
6,1,1,4.660594417186842,5,1
5,1,1,7.80219102807294,10,1
6,1,1,4.121535434323524,15,1
2,0,0,5.374972041836452,9,1
6,0,1,3.4369377513270583,10,1
2,1,0,4.013032127651492,5,1
1,1,1,3.4689055886623614,9,1
6,1,1,1.6919257681937403,15,1
2,1,1,2.1154144197646763,8,1
5,1,0,2.9770894766572877,37,1
6,0,1,4.035913624208942,4,1
5,0,1,6.921238755371826,12,1
6,1,1,3.832547395729966,7,1
5,1,1,3.024218200490661,5,1
6,0,1,7.923342585821847,4,1
2,1,0,5.779278270083216,8,1
5,0,1,6.807007668487197,4,1
5,0,0,6.9109828122072585,16,1
1,1,0,4.483032372548686,16,1
5,1,1,3.3688071214423814,10,1
4,0,0,7.7518637237341546,37,1
1,0,0,4.283136903218713,16,1
5,0,0,2.4799403257815125,9,1
4,0,1,8.556703908895596,12,1
6,0,1,4.91278400547273,24,1
5,1,1,2.7156463012916765,4,1
5,1,1,3.750004956477609,7,1
1,0,1,6.797408251111716,15,1
4,1,0,5.312952704827717,22,1
5,1,1,7.239528713879193,10,1
1,0,0,4.003277079076311,2,1
6,1,1,4.741331505849574,10,1
1,1,1,3.2495187191799175,11,1
3,1,1,3.1994391986585557,8,1
3,0,1,4.051430608197548,7,1
6,0,1,4.050084360556491,10,1
2,1,1,7.93384656528035,4,1
4,1,1,8.430645400033006,12,1
1,1,1,7.461138333606314,22,1
5,1,1,8.222349845662306,18,1
6,0,1,4.259798390872647,16,1
5,0,0,2.330395099857653,9,1
2,0,1,4.213331348513689,15,1
1,1,1,2.4915324272454527,10,1
2,0,1,2.7933589005118886,5,1
1,1,1,3.4040274545282596,10,1
2,0,1,2.5574175958689174,5,1
5,1,0,4.485973260122243,12,1
4,1,1,7.456982656047441,18,1
5,0,0,3.4954096825271392,8,1
1,1,1,2.995737665145936,4,1
5,1,1,3.21333117113544,12,1
6,1,1,5.662650446502621,15,1
2,1,1,7.797244318798002,19,1
2,1,1,4.63286435773353,8,1
6,1,0,6.674736377180435,19,1
6,1,0,2.099024713912413,16,1
6,1,1,3.9262640695592004,12,1
5,1,1,2.0289636942959617,5,1
2,1,1,4.828737189484494,17,1
5,1,1,2.8213075465929864,27,1
5,1,1,4.191347080534129,16,1
6,1,1,3.2571502846120497,7,1
5,1,0,3.854692222450911,13,1
5,1,1,7.788887480777649,15,1
1,0,1,4.267837026147784,8,1
2,1,1,3.636395555004085,19,1
6,1,1,3.528757256932552,5,1
6,1,1,7.702860199065699,37,1
1,1,1,3.3268247257515675,15,1
5,1,1,3.3746583336810465,11,1
6,1,1,4.175220282591427,25,1
3,1,1,3.8536268647674174,5,1
2,0,1,6.143366062360231,15,1
6,1,1,4.954019939565849,7,1
1,0,0,7.479545701583902,10,1
5,1,1,6.697940215912377,12,1
5,1,1,2.636258717878794,5,1
5,0,1,5.0983778052150015,7,1
6,0,1,7.264701994995044,37,1
5,1,0,3.1181808984350203,5,1
5,1,1,3.58075837759933,5,1
5,0,1,8.05239275106423,5,1
1,1,1,5.787424738256767,11,1
2,0,1,4.413645168620908,10,1
1,1,1,7.071771674800096,23,1
2,0,1,2.3173240390281924,15,1
6,1,1,2.6503796809637805,10,1
6,1,1,3.4834034534627194,5,1
5,0,1,6.532522527972561,14,1
2,0,1,7.400634967837987,12,1
2,0,1,7.076042834066488,9,1
5,1,1,5.056804963470379,17,1
6,1,1,7.226000211832344,9,1
1,1,1,2.7221973032825124,23,1
6,0,1,2.595839153716762,7,1
6,1,1,8.436788844007944,13,1
6,1,1,2.1892878489516328,6,1
4,1,0,7.329779526039448,27,1
6,1,1,3.201682483166207,8,1
2,1,0,4.2332984916112295,17,1
6,1,0,4.3700856904465954,5,1
2,1,1,3.721770252628194,5,1
5,0,0,3.249268356536157,14,1
5,0,1,2.578831869792472,5,1
6,1,0,2.542740865477631,10,1
6,0,0,3.2986236294226323,25,1
5,1,1,3.5291498213668993,21,1
5,1,1,4.010432483106263,27,1
4,1,1,3.508743177602824,10,1
1,1,1,7.798263274010595,18,1
5,1,1,7.741205912468711,16,1
5,0,1,4.303701721755424,9,1
5,0,1,3.7821130336238724,8,1
6,0,1,4.282115958949873,10,1
2,0,0,6.933538719672591,11,1
6,1,1,5.240188785106065,5,1
1,1,1,5.637545021225325,5,1
6,0,1,3.6493031249410235,8,1
5,1,1,3.099847493388153,21,1
5,1,1,7.663047089504175,27,1
4,0,1,7.288093566591815,13,1
6,1,0,5.8749606511380135,10,1
2,1,1,7.263896545795083,15,1
6,1,1,5.451209489454728,11,1
6,1,1,5.836570515691668,5,1
6,1,1,4.482285490551794,11,1
6,0,1,3.2445680288868295,14,1
6,1,0,4.345199514103856,6,1
1,1,0,3.34064398722129,25,1
2,1,1,3.7029503123846332,2,1
5,1,1,5.970004962312382,2,1
6,1,1,4.9740687326699815,10,1
2,1,1,6.819135923167756,6,1
5,0,1,3.366891140702589,19,1
6,1,1,7.583640702259209,5,1
6,1,1,4.293419684155658,25,1
5,1,1,3.028748750723221,18,1
2,1,1,3.294497264348855,22,1
6,1,1,4.19127981066655,11,1
6,1,0,7.26638437378216,5,1
6,1,1,3.5177002535759123,13,1
1,0,1,4.1578374761024595,10,1
6,1,1,6.812326413479723,23,1
5,1,1,2.677330664268901,6,1
6,0,1,2.8886487278626856,27,1
5,1,0,3.7835999827463005,26,1
6,0,0,5.899579350589499,11,1
6,0,1,3.6097126420605457,4,1
5,1,0,4.99409011487466,18,1
1,1,1,5.096457991846541,16,1
2,1,0,3.5560658174096216,11,1
5,1,1,3.5661788135902137,5,1
5,0,1,8.126729261975338,27,1
2,0,1,8.290859862158618,13,1
2,1,1,6.836656981148801,37,1
1,1,0,2.9877600266158506,6,1
5,1,1,2.9456264372414624,18,1
6,1,1,2.6271652617099526,6,1
1,0,1,7.1379822622528275,7,1
5,0,1,7.757752155410653,11,1
5,0,1,5.508482052185679,15,1
5,0,1,7.484956385717199,13,1
1,0,1,1.9944956612481688,25,1
5,0,1,8.218612892456745,27,1
5,1,1,4.147988932370673,5,1
5,1,1,7.707026409829495,5,1
