Dept,Gender,Clin,Cert,Prate,Exper
5,0,1,0,3.1220368166124683,13
5,0,1,0,4.7135920936497495,6
2,1,0,0,4.801580240315204,5
4,1,0,0,2.7072782107177904,18
1,0,1,1,3.804762195662435,5
2,0,1,0,3.463140932461813,5
6,1,0,1,6.918517151282968,11
1,1,1,1,5.785469613432993,8
3,1,1,0,4.194903555178743,10
2,0,1,0,3.623604084035779,7
6,1,1,1,7.333912436374435,13
2,1,1,0,5.5169348494075425,6
1,0,1,1,3.2953332006872302,6
1,0,0,1,7.157274170743146,5
6,0,1,1,4.630399358692212,14
2,0,1,1,4.572653510049912,14
5,1,0,1,3.2286036799005773,8
4,1,0,1,8.255003029736622,6
5,0,0,1,3.2638909737196977,4
5,1,0,1,2.720286439541364,14
2,1,1,1,2.1102476512356088,7
6,0,1,1,5.690054670330046,10
6,1,0,1,1.3301438584985976,18
2,1,0,0,4.868199996020277,7
6,0,0,1,7.66008595712326,7
5,0,0,1,7.617219371685832,2
3,1,0,0,4.2649681578176715,13
5,1,0,1,7.0177951349255,16
2,1,0,0,7.609622175808423,12
1,0,1,0,3.138292317037856,12
1,0,0,1,4.519469306045563,5
1,1,1,1,4.773433853808075,5
5,0,1,1,4.444737143195447,8
5,0,1,0,2.329482148477481,2
2,1,1,1,7.939998966945026,10
4,0,0,0,7.761939016722307,8
5,0,0,1,3.1175660667066682,26
5,0,1,1,1.8633497477389702,12
1,1,1,1,4.271876091024351,4
5,1,1,1,5.421404958240862,6
6,0,1,0,3.9205592774081013,8
4,1,1,1,2.909390172490183,7
5,1,0,0,3.6374573548830744,4
2,1,0,0,4.249677387764871,15
5,0,1,1,6.614630113121933,7
5,1,1,1,8.279647519209421,5
4,0,1,0,7.957917871436348,8
3,1,1,1,4.311508541800344,14
6,1,1,1,3.920004000963895,17
5,0,1,1,2.851537019028127,5
5,1,0,1,6.647854230339113,7
5,0,0,0,7.3800234964787075,17
5,1,0,1,5.856510934758938,14
1,0,0,0,1.8923430061380744,6
4,0,0,0,7.365922268144492,10
6,1,1,1,5.760669023028325,19
2,1,1,1,4.2215978607910065,4
2,1,0,0,3.512086901894248,16
2,1,1,1,2.0234043872238825,16
2,0,0,1,5.015296870848257,18
1,0,0,1,5.5750281485186015,23
5,0,1,1,6.046607408507886,6
3,1,1,0,6.612084268169463,9
5,0,1,1,2.1107756683651093,11
1,1,1,1,6.478717109203359,5
6,1,1,1,3.0014353162220035,27
6,1,1,1,7.571906297099867,15
5,1,0,1,5.175466759384479,37
2,0,1,1,2.7814476602383973,9
5,0,1,0,4.08729107084468,7
5,1,0,0,5.689871824236235,10
4,0,1,0,4.926385717860343,18
3,1,1,1,7.130558116160627,9
1,1,1,1,3.217055979970914,10
2,0,1,1,7.824166709522076,10
1,0,1,1,4.249856044352987,8
2,0,0,1,5.718965832439867,5
5,0,1,1,5.055025626123205,17
2,1,1,0,7.130507142616293,10
6,0,1,1,4.634060722116256,6
5,0,1,1,1.5329990139051213,37
6,0,0,0,7.8554061955658225,9
1,0,1,1,4.39371794775164,9
5,1,1,1,7.015202599852701,14
5,1,0,0,4.254882212854068,18
5,1,1,1,8.346994912230253,5
5,0,0,0,3.2947145660446413,4
2,0,1,1,2.1600923696749748,6
2,1,0,0,2.2315724473271334,9
1,1,0,1,7.308749274088289,16
2,0,1,0,2.449554663314993,11
5,1,0,0,7.4326391693995495,9
5,1,0,1,4.811961515297743,7
6,0,1,1,7.427972370071823,16
2,1,0,0,3.751399926319308,11
4,0,1,0,2.0683460392565465,16
5,0,1,1,3.5264963315456734,10
5,0,0,0,2.685848192050919,8
4,0,0,1,3.648994263948847,19
1,1,0,0,7.355466245572927,18
3,1,0,1,7.355050676165706,27
5,1,1,0,4.333947338281162,2
4,1,1,1,6.668817976372031,7
5,1,1,1,7.563980578164185,4
4,0,0,1,4.653249177250844,17
4,1,0,1,4.774007790836578,16
4,0,1,1,4.194836032257575,11
4,1,1,1,3.9607952043074697,5
2,0,1,1,7.069572855324854,12
5,0,1,0,6.8085183953256285,7
4,0,0,1,6.927674718097604,9
5,0,1,1,2.393581335393887,9
1,1,1,1,4.437808798844633,3
5,1,0,0,6.825441629897748,10
6,1,1,1,4.886632901791638,10
2,1,0,1,4.176447517442109,10
6,1,1,1,7.762268384623285,5
1,1,1,0,4.183128078974708,5
4,1,0,1,2.921617658780188,8
4,1,1,0,4.152793018692497,16
1,1,1,0,3.509895234407896,9
2,0,1,1,7.214245551032049,10
2,1,1,0,3.923102249738352,37
5,0,0,1,4.1028351209566845,37
5,1,0,0,7.165885206652457,15
3,0,0,1,4.484201396238198,5
4,1,0,0,2.958585035528887,6
3,1,0,1,4.353150745747358,5
2,1,1,0,2.4873525302855803,10
6,1,1,1,3.1152838405959917,13
5,0,1,1,2.846788144393262,5
4,0,0,0,2.4516895000169603,11
1,0,1,1,7.193983506864887,25
2,1,0,1,4.205188874698136,10
6,1,1,0,3.391531064127248,16
5,1,1,1,3.8477311271764667,6
4,1,0,1,5.530635807961807,27
2,1,0,1,2.6533746646487644,12
1,0,1,1,7.843872450110843,8
5,1,1,0,4.257254934959332,3
6,1,0,0,1.0800751604803818,6
1,1,1,0,2.371418742191323,2
5,1,1,0,0.9913380641531173,5
6,0,1,1,3.149766997262736,14
3,0,1,1,4.059740875119449,1
4,0,1,0,4.016663620395311,5
2,1,0,0,2.5453940890806104,19
1,0,1,0,3.6696239622980253,5
1,0,1,1,4.300737385460438,24
2,1,1,1,4.2682974577701,12
1,1,0,0,4.0407536518962255,21
1,1,0,1,3.2387384457745143,1
1,1,1,0,7.461486741254489,3
5,0,1,0,5.224627768884851,3
1,0,1,1,4.002467043770892,10
3,1,1,0,4.641176953400312,2
2,1,1,1,4.637431102596123,14
5,1,1,1,5.252115335152061,13
5,1,1,1,2.654844984709088,6
1,0,0,1,7.3005310590565475,10
4,0,0,0,6.849392476971332,6
1,0,1,0,4.976667735159094,14
5,0,0,1,7.390582185912498,8
3,1,1,0,4.891980399588518,5
6,1,0,1,8.369775397781924,2
5,0,1,1,1.4439068687041843,4
5,0,0,0,4.375234363190521,17
5,0,1,1,5.053879039170531,9
5,1,1,1,3.6007349043964982,6
2,1,1,1,4.759276756938599,6
1,1,0,1,6.726997925983118,23
6,0,1,0,7.36620207194702,6
2,1,0,1,4.316623697072535,8
5,0,0,0,7.132629409055595,9
1,1,0,1,8.174755786712106,16
6,1,0,0,3.056736091542993,13
1,1,1,0,6.891716670067677,7
2,1,1,1,2.9098056283108686,1
1,1,1,1,7.426085311777687,37
1,1,1,0,7.1320099012487965,15
1,0,0,1,2.757699486569744,4
5,1,1,0,7.402517366867712,10
5,0,1,1,6.898626672085226,13
4,0,1,0,4.517850609743703,8
3,0,0,1,4.630325225363618,4
4,0,0,1,2.6434145704204046,10
5,0,1,1,5.620189786912497,14
1,1,0,0,6.291588359170211,8
2,1,0,1,7.444479707048797,8
5,0,1,1,5.503930070999351,9
5,0,1,1,7.865967084042053,8
1,1,1,1,2.1815106742874324,16
2,1,1,1,7.370378969387306,8
3,0,1,1,4.490216739055482,9
1,0,1,1,4.804727279382673,2
3,1,1,1,4.269031410400383,14
6,1,0,1,5.195662198729035,18
2,1,1,1,3.6822223091706103,8
4,0,0,0,3.5967683944055064,14
5,0,0,1,1.5697678394438292,5
6,1,0,1,5.671702274825437,15
1,1,1,1,2.2435420827758437,6
2,1,1,1,5.989789932055588,3
5,1,1,1,7.587649215922845,9
5,1,0,1,5.458031914495834,12
5,1,1,0,3.533583913252826,14
6,0,0,1,2.747153417161178,13
1,1,1,1,7.435304450703112,15
5,1,1,1,4.518874426787051,9
2,1,1,1,6.95028511873748,4
6,0,0,1,2.07591169453889,10
5,0,1,1,2.2241608281631944,8
6,0,1,1,1.6031467174003033,7
6,0,1,1,7.069227070192152,11
2,1,1,1,7.3498970045008365,14
3,1,0,1,4.315761367800232,5
5,1,0,1,5.026454250507667,26
5,1,0,1,2.8919950818091174,10
1,1,0,0,8.040317737249286,5
6,0,1,1,7.415718492060828,13
1,1,0,1,7.895582574585778,7
1,1,0,1,3.737863614290961,11
2,0,0,1,5.577314725662234,3
5,0,0,1,8.33797855106394,5
5,0,0,1,3.638026071427199,5
2,1,1,0,4.309520081522776,5
2,1,1,1,7.85045359092963,10
4,1,1,1,7.605789244867472,5
6,0,1,1,5.794811415355818,4
5,0,0,1,4.012719207689102,9
5,1,1,1,6.429196775800607,19
4,0,1,1,7.687825499996207,6
3,1,0,1,2.7215679486436253,12
2,1,0,1,8.217901227108282,27
6,0,0,1,2.0898477654907754,37
4,1,1,1,3.9639461935966462,25
1,1,0,1,6.622307444013307,6
1,1,0,0,3.4548763996976692,5
5,1,1,0,3.88741255047311,14
5,1,0,1,3.4730136365551347,15
5,0,1,1,5.310602871789127,5
5,1,1,0,7.276446000849361,5
2,0,1,1,5.128890863305641,12
1,1,0,1,3.0835925747161204,15
6,1,1,1,5.445935220495199,4
3,0,1,0,3.675476834429878,5
4,0,0,1,7.795242793058693,6
3,0,0,0,7.5476200318740485,10
1,1,1,0,5.175383708592477,15
2,1,0,1,8.017776498952905,8
5,1,0,1,3.7846740866500848,15
3,1,0,0,5.562785948290551,5
1,1,1,1,5.689577446400021,7
5,1,1,1,2.9386948078897435,9
1,1,0,0,3.815882027270699,9
1,0,0,0,2.1685003256710624,2
6,0,0,0,7.591455628657607,7
4,1,0,0,3.4321137343486425,23
5,1,1,1,6.510185917773308,15
6,0,1,1,4.8910257847393,18
3,1,1,0,5.5394829400295365,2
6,0,0,1,7.232067836547676,16
2,1,0,1,4.635615210959036,16
5,1,0,1,7.000967913750294,16
5,0,0,0,5.1623766619313205,10
5,0,1,1,7.511028965607179,10
6,1,1,1,2.914419303276166,14
1,0,1,1,3.9026903902345436,14
4,0,1,1,3.149920941145605,10
6,0,1,1,4.582124559425034,8
2,0,1,1,4.937327273837662,7
5,0,1,1,6.4154315386009015,6
2,1,1,0,1.867933618085746,2
5,0,1,1,7.5333919866354115,27
3,0,1,1,2.9595930994948425,11
6,1,0,1,2.9607796304757796,27
3,1,0,0,2.419402682770513,7
6,0,0,1,5.018445649203819,5
5,0,0,1,3.4968640513427163,2
5,1,1,1,4.571468289957666,7
1,1,0,0,2.357156269791176,14
5,1,1,1,3.5519353892638246,2
3,0,1,1,6.314492236199275,37
3,0,0,1,7.478035831205438,3
3,1,1,1,3.365314993600323,3
2,1,1,0,7.280480791602662,6
5,0,1,1,7.505095471210398,18
1,1,1,1,3.0643056677561273,6
5,0,1,1,4.0076306328615425,4
1,1,1,0,7.479881178784359,3
5,0,1,1,8.231206981054582,6
5,0,1,1,2.599847108856835,5
1,0,0,1,2.2279576388225912,5
1,0,0,1,4.352916751347867,14
6,0,0,1,1.980687777220462,4
5,0,0,1,7.950809154746758,23
6,1,1,1,3.5928117660850782,7
6,1,1,1,7.472407389631194,4
6,1,0,1,4.370336793901851,2
1,1,1,1,3.6552481199618274,16
5,0,1,0,2.2388451240044303,5
1,1,1,1,4.8319948617874715,15
4,1,0,1,2.9766983419719746,5
4,1,0,1,4.996034540279839,16
6,1,0,1,8.369807915487906,11
5,1,1,1,3.1180914885206854,12
5,0,1,1,2.6210099844266415,13
2,0,1,1,3.371293791479369,7
1,0,1,1,2.367368166683482,10
1,0,0,1,3.035254068845592,4
3,1,1,0,7.759592903310313,16
2,1,0,1,3.521751496664437,12
6,0,1,1,7.879096463230887,18
5,1,0,1,4.747412726923006,7
5,1,1,1,7.53270722428829,14
1,0,0,1,3.5152913286501906,14
4,1,0,1,7.219849015993677,7
2,1,1,0,3.835293620976263,10
3,0,0,1,3.5755500812524925,4
4,1,0,1,1.136557636317323,14
6,0,0,0,2.0130211606391155,12
5,1,1,1,7.510158258024906,4
5,0,1,1,5.574699162389932,16
6,0,1,0,7.8424023282465,10
3,0,0,0,7.397194785987215,13
5,1,0,1,7.619018132097029,9
3,1,0,1,3.5445744034225237,8
6,0,1,1,2.7234252134948322,10
2,0,0,0,8.4707938890932,16
5,1,1,1,7.6809545550367995,5
5,1,1,1,3.658552164146626,8
5,1,1,1,3.4189313985224925,5
1,1,0,1,9.024813595289022,9
4,0,1,1,7.623566787745525,12
2,0,1,1,4.8159433335932205,8
1,0,1,1,4.233507147488956,5
6,0,1,1,4.828592908150464,6
4,1,1,0,3.359855928679366,15
1,1,0,0,2.0600990420013954,5
1,0,0,0,4.20288467105208,9
6,0,0,1,2.9095615829080463,6
4,1,0,0,2.923883821912421,6
1,1,1,1,3.7869937649629115,11
6,1,1,0,3.4979172661446407,7
1,1,0,0,2.113180829710112,5
5,1,0,0,4.706574202278384,25
4,1,0,1,6.802615330942459,14
5,1,1,1,3.531915561623069,16
3,0,0,1,8.707692018921641,9
5,1,0,1,5.3832064299901035,2
4,0,0,1,7.41543960762988,9
1,0,1,0,5.923056704767572,6
2,1,1,0,4.450378060068267,9
4,1,1,1,2.486007235665513,4
5,0,1,1,5.631388908185337,14
2,1,1,1,3.6984200049615503,2
1,1,0,1,4.8150879406926705,10
1,1,1,1,6.46985445035593,2
6,0,1,0,4.846437858064453,12
5,1,0,0,4.236503562214632,10
6,0,1,1,3.6600629066245545,15
1,1,1,1,4.025732424397566,32
1,1,1,1,4.138471950465707,14
6,1,0,1,2.5069695640835734,10
5,1,0,1,6.5900049500988045,11
4,1,0,0,7.564166747017469,10
1,1,1,1,6.605618111814438,9
3,0,0,1,4.08835169886759,18
2,1,0,1,7.051474951389063,5
2,1,1,1,3.8142453620031387,5
3,0,0,1,6.586644279564066,18
6,0,0,0,4.920856328687667,5
5,0,0,1,4.224569497217487,5
5,1,0,1,5.233468141527741,27
1,0,0,1,8.745940739083192,14
3,1,0,0,4.3445663600587086,8
2,1,0,0,3.2854728979791914,5
1,0,1,1,3.9944993608605754,15
2,1,1,1,3.1876944343541136,7
1,0,0,1,2.4861493231067975,18
1,1,1,0,3.588110911522536,13
5,1,1,0,7.130176482206264,5
1,1,0,0,6.747192986915822,8
2,0,0,0,4.432947969473887,16
4,1,1,1,4.359436540507998,11
5,0,0,0,3.2480564247784836,10
2,0,0,1,1.513851936009249,6
5,1,0,0,4.983294706865115,10
1,0,1,1,5.20395235718738,8
1,1,1,1,3.6052103927071073,23
5,1,1,1,7.637456601630486,10
2,1,0,0,4.852017867720292,16
5,0,1,1,6.6893018165175,16
4,1,1,0,3.2689527950722335,6
5,0,1,1,6.665737746575841,8
3,0,1,1,4.662958853052187,10
2,0,1,1,5.174002371832285,8
2,0,1,0,4.903725325787851,5
5,0,0,1,3.32224693820617,14
1,0,1,1,6.9530964186650195,4
6,0,0,1,5.022650372778422,21
2,1,1,1,7.433200135677615,6
1,1,1,1,8.034429946186217,2
5,0,1,1,6.704393428315602,6
5,1,1,0,7.52330934737327,5
4,1,0,1,6.192592431808618,10
6,0,0,0,7.107233997231465,5
5,0,1,0,5.52377548398198,9
5,0,1,0,2.3051938696090417,8
4,1,0,0,2.5123910371298397,10
5,0,1,1,5.726980253111931,5
2,0,0,0,2.6731377179491727,18
5,1,1,1,1.6303854373681825,27
6,1,1,1,4.5886994794755855,15
5,0,1,1,2.6258776275347655,4
6,1,1,0,4.250298512172664,10
2,1,1,1,4.468233988604897,14
1,1,1,1,3.4326332260806125,4
5,1,1,1,7.4118930167554895,19
1,1,1,1,6.279076756122542,2
2,1,1,0,4.825678825771961,5
3,0,0,0,7.414070859337527,5
5,0,1,0,7.266277855060888,4
3,0,0,1,2.221424423784108,10
6,1,1,1,7.260010570903467,7
5,1,1,1,8.022617248988494,15
5,0,0,1,3.612087171833623,8
6,0,1,1,5.434594244946412,5
5,1,0,1,5.4572121120524955,15
5,0,1,1,7.951907465047492,24
5,0,1,1,8.114489984280794,11
3,0,1,0,4.480907654573398,8
2,1,0,0,1.8081123833922403,5
5,1,0,1,4.778708213539175,3
2,0,1,0,3.450674383712034,7
4,1,0,1,7.094379320113202,6
1,1,0,1,4.191902192442084,11
5,1,1,1,3.792210064341939,10
5,0,1,1,6.732537443511285,7
1,1,0,1,3.353082947458412,3
3,1,0,1,3.641591094412652,18
5,1,0,1,7.594652766213845,9
1,0,0,1,2.9816200937886563,2
5,1,1,0,1.9769527044688373,6
2,1,1,1,7.958018307068239,5
5,1,0,1,3.630295311537822,14
3,0,1,1,5.57128819460376,16
6,0,1,1,6.86262594229324,16
1,0,1,0,7.908444534128179,5
6,0,0,1,1.2806100835789547,8
5,1,1,1,5.154796716417723,7
4,1,1,1,4.51908383040641,5
3,0,0,1,4.401131486138973,6
6,0,1,1,2.1876233783571037,11
6,1,0,1,5.500044220990433,16
5,1,0,1,4.127908875888955,23
6,0,1,1,5.159276930698807,8
1,1,0,0,8.002105019527113,11
3,1,1,1,2.5741900547412784,6
3,1,1,1,5.7897991931693795,18
1,0,1,1,2.827590878190861,5
2,1,1,1,5.158287849379815,3
4,1,1,0,3.5572294215791533,16
5,1,1,0,4.273703180303623,13
5,0,1,1,4.859089690879144,9
2,1,1,1,7.690096930527966,26
1,1,0,1,4.7117807912386045,16
4,1,1,1,6.657904099981202,12
2,1,1,1,7.486542917413418,5
5,1,1,1,3.0372705150280783,11
1,1,1,1,7.155247829471614,7
5,0,0,1,1.7728052347709078,5
1,1,1,1,4.243444427199765,10
6,1,0,1,3.741364285729005,6
4,0,1,1,1.3322466639419117,14
2,1,1,1,4.705826112987747,8
2,1,0,1,3.403591445107059,12
5,1,1,1,4.0840472788222995,10
5,1,0,0,7.187923273714514,14
4,1,1,1,6.7826029627110955,12
6,1,1,1,2.8899056065624613,19
1,1,1,1,8.334750894682312,5
4,0,1,1,7.556059531496066,15
2,1,1,0,4.8148545272637175,14
6,1,1,1,1.0333503211120307,11
4,1,0,1,1.9451188987309875,18
2,0,0,1,4.774522656251224,6
1,0,1,1,4.358761367787117,9
6,0,1,0,8.026082670313578,9
5,1,0,1,5.842654164603353,4
5,1,1,1,6.960218498520731,6
2,1,0,1,7.9927018305021775,5
5,1,1,1,4.2605729198390865,9
6,1,1,0,3.7856946893678067,6
5,1,0,1,2.479793712841092,37
1,1,1,1,4.698628395309443,8
2,0,0,0,6.0247510218900295,18
3,0,1,1,7.26843719457567,13
1,1,1,1,3.3537228599319913,37
4,1,1,0,3.687937652885137,11
1,0,1,1,6.709526740508792,13
6,0,0,1,5.8334664457168675,11
4,1,1,1,5.28572620108542,8
4,1,0,1,5.427047026109077,4
2,1,1,0,7.324369036281642,21
5,0,0,0,4.787343492862481,11
2,1,1,1,7.631711321929305,14
5,1,1,1,3.0917062971126263,37
5,1,1,1,3.2275411517443673,8
6,0,1,1,4.245481569653092,6
1,1,1,1,3.9281973142849775,5
5,0,0,1,3.8061265761872245,8
5,0,1,1,8.162338932231789,23
5,1,0,1,3.0486125189920816,8
1,0,0,1,4.520744826704601,15
6,0,0,0,3.8368107585677342,6
4,0,1,0,6.679339513593896,12
6,1,1,0,2.55830124888563,15
5,1,1,1,8.118783234293685,8
5,1,1,1,4.2564982427267175,2
2,0,0,1,5.636181681089736,11
2,0,0,1,6.495856661781215,15
1,1,1,1,7.802643617980235,10
6,1,0,0,6.400649441930904,11
1,1,1,0,2.635787242877292,15
2,1,0,1,2.352997790047878,7
5,0,1,1,2.9525792891877334,23
5,0,0,1,3.152755564541477,7
5,0,0,1,6.979415986570566,10
4,1,1,0,7.264717347560818,7
6,1,1,0,3.2639491760721433,4
2,0,0,1,8.640999222681634,11
6,1,1,0,6.670273439279628,9
4,1,0,0,3.13344923753475,3
3,0,1,1,2.5954553319712192,2
4,1,1,1,4.82207668976365,4
6,0,0,1,7.789610982092748,2
1,1,1,1,3.9395372932320036,21
2,0,0,1,2.6292273850081367,9
6,1,1,1,3.6171886825158572,6
5,0,1,0,6.983309010224664,21
5,1,1,1,7.740895144127016,7
5,0,0,1,2.7271231462481333,21
4,0,1,0,5.7341326906845,11
2,0,1,1,5.248998482570089,25
5,1,0,0,3.8104607981759573,9
5,0,0,0,3.1001525940142725,5
6,1,0,0,3.025393459510252,6
4,0,0,1,2.9049730291823925,3
5,0,1,1,2.1594960868524806,8
3,1,1,1,3.6014392533390636,6
5,1,1,0,3.0396705313807026,11
1,1,0,1,7.983837302710932,10
3,1,0,0,3.2747098700600317,14
4,0,1,0,6.829058356529819,14
5,1,1,0,7.37723830703763,10
1,1,1,0,4.9198246251067035,5
5,0,0,1,4.479504290820607,16
6,1,0,1,7.388636775151865,14
5,0,0,1,3.9846101436813277,5
1,1,1,1,6.821922663773151,11
2,1,0,0,3.30675602986267,13
1,1,1,1,7.6712707187063645,9
5,1,1,1,7.737708928587889,8
5,0,0,0,7.01497400905735,10
2,0,1,0,2.2498310967444572,5
2,1,0,1,8.292772632337284,17
5,0,1,1,7.883148731076844,14
5,0,1,0,4.77993305278088,5
2,0,0,1,4.347158518821393,6
2,1,1,1,4.345754650235033,11
5,0,1,1,3.9030392277745234,12
5,0,1,0,7.874930626582607,7
5,1,1,0,2.8767319882971223,6
5,0,1,1,4.055301191953391,16
5,1,0,1,7.181356924145659,16
4,1,0,0,7.842873389797257,15
5,1,1,0,4.006644616074679,13
5,1,0,0,4.94673401035735,6
6,1,0,0,2.824480177152275,13
3,1,0,1,4.1026867798574616,37
4,0,1,0,2.953768142113544,22
5,0,0,1,5.246764765811374,2
5,0,1,0,5.928046749287052,13
5,1,0,1,7.070760410915789,6
2,0,1,0,5.880792527139231,2
4,1,0,0,4.607958857235259,9
5,1,1,0,4.648607812821832,16
6,1,1,1,2.7104620281676817,17
6,1,1,0,7.08209109120421,3
6,1,0,1,2.125741966986099,12
4,1,0,1,7.714988876949229,4
5,1,1,1,7.987014500526466,10
4,0,1,1,5.966847099974028,8
3,0,1,0,2.614281422963159,32
3,1,1,1,6.629342858000201,8
1,0,0,1,3.0113490750333827,10
1,0,1,0,2.539099232087605,22
2,0,0,0,6.754113491189817,14
3,0,0,0,1.3734420625113208,19
2,1,1,1,4.08676343209589,14
3,1,1,0,2.8068842219539545,7
5,0,1,1,2.7591481266843405,10
6,1,0,0,3.632261036576052,27
5,0,0,1,7.77430258428144,14
6,1,0,1,4.153799897467666,6
6,0,1,1,7.004150399522758,5
1,1,1,1,8.156184172152182,9
5,1,1,0,6.894717238651787,10
5,1,1,1,7.433463637588589,2
4,1,1,1,3.902084469397038,4
5,1,0,1,4.020891189899928,6
5,1,1,1,4.194129005022572,5
1,1,1,0,3.068044771685437,8
4,1,0,1,7.391769253768585,6
1,0,0,1,4.633456021645148,3
4,1,1,1,2.7310487253378577,12
5,1,0,1,4.770702328430387,6
5,1,0,0,5.489082972943538,15
5,1,0,1,2.1799407627558214,3
2,0,0,1,5.401086348229675,3
6,1,1,0,3.5529435519948587,13
4,1,0,1,3.629408831192845,25
1,0,1,1,3.738410090122781,11
3,1,1,1,2.358274040630651,1
1,1,0,1,3.611056095295992,25
5,1,1,1,3.845334056717435,11
2,1,0,1,6.33536628783354,8
6,1,1,1,3.837008096112358,7
2,1,0,1,8.098022326728472,11
4,0,1,0,8.149822891426874,12
3,0,1,1,6.63045038930063,9
5,0,1,1,3.4306484491345826,15
5,1,1,1,2.079540708661738,7
6,1,1,1,7.704337794139485,16
3,0,1,1,8.29432369400702,15
2,0,0,1,7.927033100982374,8
2,1,1,1,7.528054901373945,9
5,0,1,1,2.3832542562566372,25
4,1,0,0,3.55187937429493,21
6,1,1,1,4.406723080264113,4
1,1,0,0,7.537446640325257,5
1,0,1,1,4.284158488558736,10
5,0,1,0,8.433159218257636,5
3,0,0,1,2.886437081815728,14
5,1,1,1,7.592077170947027,16
2,1,1,0,4.580224670409831,8
2,1,1,0,3.734875122554505,4
5,1,1,0,3.763794665364974,7
5,1,1,1,1.9551503711398637,18
1,1,1,1,3.0287920598627656,4
6,0,1,0,3.21619178328431,14
5,0,1,0,7.608872907327044,10
2,1,0,0,2.3393508548893003,2
2,1,1,1,6.75462903161368,10
2,0,1,0,4.0662271562380745,18
1,1,0,0,4.017765054875181,3
6,0,0,0,8.096990703051274,4
5,1,1,1,2.4310687368625157,14
3,1,1,1,4.353641957338848,5
5,1,1,1,2.408574425915031,10
5,0,1,1,7.731322744888698,8
5,0,0,1,3.414541609666235,14
5,1,1,1,6.981581680843088,2
4,1,1,1,6.843720992641104,7
6,0,1,1,7.374114709202141,37
6,0,0,1,1.5752342554858525,3
1,0,1,1,2.504254326267313,5
2,1,0,1,3.843055315886952,8
2,0,1,0,7.043258556179137,6
4,0,1,0,4.532367106547829,8
2,1,1,0,2.7344367317973943,5
5,0,0,1,1.857895739392069,6
5,1,1,0,8.19114301192844,9
5,1,1,0,3.7500368596476474,5
2,0,0,0,8.073135295577295,5
6,1,0,0,3.4304141345695625,5
5,1,1,1,7.382834629923098,15
2,1,0,0,2.674173983320995,8
1,1,1,1,6.68057165846333,2
2,0,1,1,4.94259963555019,5
1,0,1,1,8.196603653480201,17
6,1,1,1,4.360752569728607,13
1,1,1,0,6.737760428308832,2
1,1,1,1,4.6065847871416095,10
4,1,0,1,3.3916304479045913,5
5,0,1,0,7.052278589504006,2
5,1,0,0,2.750533104820968,7
5,1,1,1,2.8120120378508013,9
2,0,1,1,8.192757989647973,16
5,1,1,1,3.3925734371929965,9
2,0,1,0,2.1921549935551345,7
1,0,1,1,3.8357881226662673,27
1,0,1,1,2.844285950971703,7
3,1,0,0,2.411318333373506,8
5,1,0,1,7.896099247867055,25
2,1,0,0,8.126932415299152,6
1,1,1,0,3.6033370858557356,8
4,1,0,0,2.1547338674630674,3
4,1,1,1,4.7462659411240695,8
5,1,1,1,3.916463821449823,6
6,0,1,1,4.245857514314398,5
1,0,0,1,3.909658176811134,15
6,0,1,1,7.77171570808515,14
2,0,0,1,3.487435052389733,16
5,1,0,1,3.1628198603973012,23
4,0,1,1,5.081665402821949,6
5,0,1,1,3.3486910676972763,23
5,1,1,1,1.8416190892786959,18
1,1,1,1,3.40489999404962,7
1,0,1,1,5.494561216528397,6
2,0,1,1,8.352449461216972,11
3,1,1,1,3.5212303247927053,16
5,1,1,1,2.952072490752397,8
5,0,1,1,7.121515641994686,5
2,0,1,1,7.79691416855835,5
1,0,0,1,6.524504126242192,4
1,1,1,1,4.739115791852203,5
6,1,1,1,4.125650717752481,5
3,1,0,0,2.7216918040110727,5
5,1,0,1,2.7547376482405372,4
5,1,1,1,3.635545025917328,10
3,0,1,1,5.410735076350204,9
6,1,0,1,2.771746993403144,15
6,1,1,1,3.727487872642188,12
2,1,0,1,3.5504913902169193,7
1,0,1,1,3.949642387096797,13
5,0,1,1,7.519927433537466,13
5,0,0,1,4.3219080262133955,4
5,1,0,1,2.6183648164798603,9
1,1,1,1,3.2669472550033114,1
3,0,0,1,6.580540964069,8
4,1,1,1,1.1999031240647855,14
3,0,0,1,5.018682237297057,11
4,1,1,1,3.2827959584940976,3
5,0,1,1,7.423874909412727,14
5,1,0,1,7.002502219803484,2
2,1,1,1,5.314041143194084,10
5,0,1,0,6.8196679810622705,6
3,0,0,1,3.8433901069330676,14
1,1,1,1,4.303718597096114,14
5,1,1,1,2.5627352196017634,1
5,1,0,1,3.573721473559455,16
5,1,0,0,7.07831325934762,9
6,1,0,1,3.9059535328600656,8
2,1,1,1,2.9590303584260043,4
5,1,1,0,4.6771674108750485,8
5,1,1,1,3.793056465003414,11
2,1,1,0,4.640780141921738,6
2,0,0,0,2.9435649072505865,7
6,1,0,1,3.208898619229586,23
4,1,0,1,8.517795764540326,16
2,1,1,0,8.737364774628052,13
5,1,1,1,3.3478202107185773,8
2,1,0,1,3.3335586444932943,5
6,0,1,1,8.259534965603171,7
2,0,1,1,7.051513891899158,9
6,0,1,1,7.619575697013675,8
6,1,1,0,5.200421177131871,12
1,1,0,0,2.6057970175437,7
3,1,0,1,3.7244808801617197,11
4,1,1,1,7.857699956342728,14
5,1,0,1,2.2186747192888197,9
